Company Name,Ticker,Market Cap (mil),Last EPS Surprise (%),Div. Yield %,Exchange,Month of Fiscal Yr End,Sector,Industry,F2 Consensus Est.,F1 Consensus Est.,F0 Consensus Est.,P/E (Trailing 12 Months),P/E (F1),P/E (F2),PEG Ratio,Price/Cash Flow,Price/Book,Price/Sales,Next EPS Report Date  (yyyymmdd),Current ROE (TTM),5 Yr Historical Sales Growth,F(1) Consensus Sales Est. ($mil),Annual Sales ($mil),EBITDA ($mil),EBIT ($mil),Net Margin %,Operating Margin 12 Mo %,Debt/Total Capital,Debt/Equity Ratio,Current Ratio,Quick Ratio,Avg Volume,52 Week High,52 Week Low,Beta,% Price Change (YTD),Dividend ,Current Assets  ($mil),Current Liabilities ($mil),Long Term Debt ($mil),Shares Outstanding (mil)
"NextEra Energy Partners","NEP","4872.73","-154.84","5.93","NYSE","12","Oils-Energy","Alternative Energy - Other","1.7","1.27","4.74","14.54","43.09","32.24","4.01","4.52",".34","3.96","20230728","2.38","10.56","1499.64794","1211","1012","439","25.91","25.91","27.16099",".36577","1.39","1.37","1243734","85.02","54.81",".89","-21.8","3.25","1862","1326","5250","88.9"
"Cloudflare","NET","14164.32","100","0","NYSE","12","Computer and Technology","Internet - Software",".4",".31",".11","214.4","136.56","106.61","5.46","577.43","21.7","13.45","20230803","-25.1","50.63","1281.03503","975.24","-33.64","-185.749","-18.05","-14.6","68.775","2.20255","4.4","4.74","5763512","90.4","37.84","1.01","-5.15","0","1887.88403","397.86999","1436.19201","330.33"
"NewMarket","NEU","3833.35","","2.11","NYSE","12","Basic Materials","Chemical - Specialty","","","","12.36","","","","10.69","4.66","1.37","20230801","42.76","4.01","","2764.8","465.221","382.936","11.33","11.33","53.825","1.16568","3.16","1.32","34351","400.41","281.43",".37","28","8.4","1192.125","423.88699","1003.73699","9.63"
"New Relic","NEWR","4889.35","100","0","NYSE","3","Computer and Technology","Internet - Software","2.01","1.36",".42","","52.36","35.31","","","14.18","5.5","20230523","-48.42","19.55","1068.89294","785.52","-138.439","-226.861","-20.09","-17.66","5.08699","0","1.15","","466387","77.78","42.48",".9","25.74","0","1108.36596","515.52301","497.66299","68.88"
"New Fortress Energy","NFE","5943.69","19.18","1.4","NSDQ","12","Oils-Energy","Oil and Gas - Integrated - International","6.75","4.96","1.17","9.18","5.74","4.22","","8.23","4.12","2.51","20230504","33.3","136.7","3349.2749","2368.27","444.333","298.208","8.21","27.54","75.63899","3.10492",".98",".96","986048","61.7","27.26","1.61","-32.89",".4","1387.15405","1409.23803","4476.86523","208.77"
"National Fuel Gas Company","NFG","4769.67","11.52","3.66","NYSE","9","Utilities","Utility - Gas Distribution","5.43","5.11","5.95","8.31","10.16","9.56","1.03","5.22","1.88","2.08","20230503","27.11","6.2","2350.62988","2186.05","1182.79699","813.00701","26.25","25.02","45.104",".82163",".57",".35","431529","75.44","51.96",".67","-17.92","1.9","761.13098","1942.56896","2083.40893","91.79"
"Netflix","NFLX","141162.67","1.77","0","NSDQ","12","Consumer Discretionary","Broadcast Radio and Television","14.56","11.19","10.32","34.15","28.38","21.81","1.26","7.5","6.47","4.42","20230718","20.43","20.28","33766.0664","31615.55","20332.95117","5970.14111","13.16","13.16","39.13999",".64311","1.26","1.17","6496975","367.96","166.37","1.27","7.69","0","9266.47265","7930.97412","14353.08007","444.54"
"National Grid Transco","NGG","52579.16","","2.85","NYSE","3","Utilities","Utility - Electric Power","3.97","4.3","4.32","","16.63","18.01","3.62","9.7","1.83","","20230518","","","14668.14453","25207.9","8663.27148","6163.85595","","","60.276","1.51739",".71","","274768","77.79","47.26",".64","18.55","2.04","24533.86914","33830.87109","45541.23046","735.27"
"Anglo American","NGLOY","39699.31","","4.73","OTC","12","Basic Materials","Mining - Miscellaneous","2.56","2.37","2.43","","6.26","5.81","","4.68","1.17","","","","","36626.01953","35118","12441","9995","","","27.561",".38046","1.9","1.27","286682","25.71","13.8","1.18","-24.32",".7","19936","10494","12945","2675.16"
"Norsk Hydro ASA","NHYDY","14678","41.67","6.96","OTC","12","Industrial Products","Metal Products - Procurement and Fabrication","1.24",".69","1.12","7.54","10.38","5.77",".81","4.38","1.3",".68","20230720","17.71","2.55","","22304.37","4432.30175","3500.11401","9.45","9.27","19.45",".24146","2.08","1.38","82937","8.4","5.23","1.62","-4.91",".5","9304.96289","4469.05078","2717.427","2050"
"NiSource","NI","11526.35","2.04","3.58","NYSE","12","Utilities","Utility - Electric Power","1.68","1.57","1.45","18.99","17.83","16.64","2.58","7.44","1.78","1.97","20230503","11.13",".81","5753.83496","5850.6","2138.80004","1318","13.51","11.55","54.65399","1.49852",".55",".39","3230053","31.77","24.15",".48","1.79","1","2584.30004","4660.5","9523.5996","412.98"
"Nice","NICE","12576.04","5.7","0","NSDQ","12","Computer and Technology","Internet - Software","9.58","8.39","7.51","26","23.6","20.68","1.89","23.05","4.12","5.77","20230511","12.22","9.98","2366.03393","2181.29","534.78198","345.332","12.19","16.37","12.97099",".14904","2.12","2.12","185012","232.06","167",".87","3.03","0","2417.13305","1141.21704","455.38198","63.48"
"JSC MMC Norilsk Nickel","NILSY","4616.48","","0","OTC","12","Basic Materials","Mining - Miscellaneous","","","","","","","",".62",".97","","","","","","17852","10492","9564","","","","","","","0","3.02","3.02",".71","0","0","9870","8083","8616","1528.63"
"Nikon","NINOY","3567.49","57.69","1.81","OTC","3","Computer and Technology","Electronics - Manufacturing Machinery",".96",".75",".94","11.53","13.44","10.57","2.11","6.39",".89",".79","20230511","6.74","-8.71","4552.93017","4806.86","761.80401","540.57702","7.11","7.11","14.66499",".17184","2.3","","3589","12.92","8.66",".56","14.82",".18","6356.5039","2793.89697","825.164","351.48"
"NIO","NIO","12434.09","","0","NYSE","12","Auto-Tires-Trucks","Automotive - Foreign","-.47","-1.36","-.96","","","","","","3.56","1.71","20230608","-47.74","89.93","12107.25488","7143.27","-154.627","-2036.88196","-29.32","-29.32","37.483",".45188","1.29","1.11","40289472","24.08","7.45","1.92","-23.59","0","8575.9082","6647.92578","1578.29199","1669.01"
"Nidec","NJDCY","28301.03","-226.67",".67","OTC","3","Computer and Technology","Electronics - Miscellaneous Components",".61",".52",".39","87.71","23.61","20.13","1.5","13.6","2.82","1.71","20230719","3.02","5.98","17372.40039","17173.3","2507.3269","1573.50305","1.95","1.96","24.864",".33091","1.58","","164785","18.77","11.85","1.19","-3.84",".08","11590.70996","8441.23144","2867.02807","2304.64"
"NewJersey Resources","NJR","4972.29","44.3","3.04","NYSE","9","Utilities","Utility - Gas Distribution","2.69","2.63","2.46","17.34","19.49","19.08","3.25","13.36","2.59","1.68","20230504","15.62","-2.75","3000.08007","2905.98","558.01898","428.76998","9.46","9.64","58.324","1.39946",".95",".42","520153","55.46","38.7",".65","3.43","1.56","756.08697","1104.15295","2485.40209","96.89"
"NIKE","NKE","195597.19","51.92","1.07","NYSE","5","Consumer Discretionary","Shoes and Retail Apparel ","4","3.24","3.68","36.67","39.27","31.8","3.71","29.03","13.46","3.86","20230626","35.98","6.61","50951.38671","46710","7696","6856","10.82","10.82","38.04999",".6142","2.73","1.84","3958088","129.5","83.12","1.11","8.76","1.36","28213","10730","8920","1536.99"
"Annaly Capital Management","NLY","9324.47","12.5","13.77","NYSE","12","Finance","REIT and Equity Trust","2.87","2.84","4.22","4.77","6.65","6.58","","4.52",".9","3.17","20230726","18.86","-5.86","956","2778.89","1874.91796","1771.99096","-38.8","62.79","42.50999",".84897",".08","4.66","4082891","27.6","15.12","1.36","-10.44","2.6","4598.93798","987.393","67256.75781","493.88"
"Nomura","NMR","10411.42","-73.33","1.76","NYSE","3","Finance","Financial - Investment Bank",".42",".35",".28","16.43","9.72","8.21",".35","9.12",".44",".7","20230802","2.84","-3.9","10574.38964","9885.38","10079.14941","9624.61132","4.44","4.44","86.66699","6.50007","1.18","","755465","4.17","3",".64","-8",".06","206060","174569.5","155083.09375","3017.8"
"Nissan Chemical","NNCHY","5995.36","","1.8","OTC","3","Basic Materials","Chemical - Specialty","","","","16.45","","","","14.04","3.73","3.2","20230512","","","","1852.51","573.65002","482.67401","","","","","","","12","58.62","42.43",".27","-11.99",".77","1559.98303","587.14202","10.52","141.3"
"NN Group","NNGRY","10065.04","","5.58","OTC","12","Finance","Insurance - Life Insurance","2.69","1.77","2.85","","10.26","6.75","","2.96",".48","","","","","","25359.1","5327.49902","5150.03417","","","","","","","63807","25.33","17.31",".93","-10.85","1.01","64542.83984","2711.66503","11425.20019","554.24"
"Nelnet","NNI","3504.81","","1.1","NYSE","12","Finance","Financial - Consumer Loans","","","","15.37","","","","8.6","1.1","1.76","20230508","7.38","2.52","","1988.85","1115.84997","939.60198","20.48","11.63","82.05999","4.57426","49.19","49.19","33363","99.03","73.46",".83","4","1.04","18908.26953","384.36599","14637.20019","37.13"
"National Retail Properties","NNN","7871.6","3.8","5.09","NYSE","12","Finance","REIT and Equity Trust - Retail","3.31","3.24","3.2","13.38","13.35","13.05","6.3","13.83","1.9","10","20230802","8.49","5.05","812.45001","773.05","715.23199","482.686","43.64","43.64","48.91799",".95764",".62","1.6","947760","48.12","38.55",".91","-5.53","2.2","38.185","23.826","3916.05395","182.09"
"Northrop Grumman","NOC","68156.03","6.59","1.54","NYSE","12","Aerospace","Aerospace - Defense","24.6","22.34","24.65","17.99","20.09","18.24","5.29","12.92","4.5","1.84","20230727","26.61","5.16","38310.77343","36602","7684","6342","12.89","10.4","47.637",".90975","1.22",".99","709939","549.01","437.65",".5","-17.74","6.92","12488","11587","11805","151.86"
"Nokia","NOK","23092.42","-33.33","2.13","NYSE","12","Computer and Technology","Wireless Equipment",".48",".44",".43","9.53","9.4","8.54","5.31","6.14","1.01",".87","20230720","11.57","-.2","27460.71484","26250.79","3706.56494","2505.46093","16.78","9.37","14.769",".17328","1.55","1.33","19796460","5.33","4.1",".97","-11.64",".09","21352.25976","13458.69042","4476.74707","5632.3"
"Nomad Foods Limited","NOMD","3334.97","-8.11","0","NYSE","12","Consumer Staples","Food - Miscellaneous","1.93","1.75","1.83","10.63","10.94","9.92","","8.2","1.2","1.08","20230510","11.77","6.47","3205.09497","3097.81","501.61898","408.26998","8.49","10.13","45.115",".822","1.19",".7","350502","21.4","12.96",".74","11.02","0","1175.07995","991.22698","2257.12695","174.24"
"NOV","NOV","6130.3","45.45","1.28","NYSE","12","Business Services","Technology Services","1.77","1.25",".43","18.54","12.48","8.79","","13.41","1.15",".8","20230726","6.51","-7.19","8356.92089","7237","617","316","4.33","4.33","24.46299",".32385","2.35","1.51","4410773","24.8","14.1","1.89","-25.47",".2","5493","2437","1717","393.73"
"Novanta","NOVT","5661.48","8.7","0","NSDQ","12","Computer and Technology","Electronics - Miscellaneous Components","3.56","3.08","3.01","51.51","51.34","44.42","","34.53","9.77","6.58","20230509","20.18","6.9","900.40997","860.9","140.317","87.15899","8.6","12.81","42.714",".74562","2.56","1.53","82940","170.58","111.53","1.3","16.39","0","420.51901","164.522","430.66198","35.8"
"ServiceNow","NOW","90510.72","16.18","0","NYSE","12","Computer and Technology","Computers - IT Services","11.71","9.54","7.32","53.91","46.49","37.89","1.69","73.39","16.16","11.88","20230726","10.18","29.66","8813.86132","7245","1217","426","5.25","6.47","20.971",".26535","1.17","1.11","1652748","516.2","341.76","1.04","14.27","0","6654","6005","1486","204"
"Nippon Yusen Kabushiki Kaisha","NPNYY","11631.77","","18.75","OTC","3","Transportation","Transportation - Shipping",".34",".78","2.92","","5.85","13.41","","1.32",".67","","20230628","","","18901.94921","18635.31","9405.93066","8575.82226","","","20.031",".25048","1.5","","31702","6.01","3.38","1.44","-1.3",".85","6249.39697","4684.06103","5094.88085","2550.83"
"Nippon Steel & Sumitomo Metal","NPSCY","19899.73","","0","OTC","3","Basic Materials","Steel - Producers","","","","4.27","","","","2.31",".62",".33","20230509","14.6","1.81","","60653.59","10443.60839","7501.16992","7.97","7.97","32.659",".48498","1.77","","26547","8.11","4.57",".97","17.51","0","31280.42968","17965.81054","20553.11914","2850.96"
"Naspers","NPSNY","75016.78","",".15","OTC","3","Consumer Discretionary","Cable Television","","2.72",".8","","12.66","","","39.38","1.5","","20230626","","","","7940","19339","19055","","","","","","","45218","40.9","17.48",".52","4.39",".05","15524","4639","15883","2177.55"
"Nordea Bank","NRDBY","39504.52","26.92","6.48","OTC","12","Finance","Banks - Foreign","1.46","1.36","1.09","8.71","8.01","7.46",".74","10.53","1.2","2.43","20230717","14.35",".37","","13794.02","5023.56494","5023.56494","28.51","28.51","85.50199","5.89746","1.4","1.4","69940","12.9","8.45","1.06",".74",".71","435153.6875","310109.1875","195130.90625","3627.6"
"NRG Energy","NRG","7741.56","14.69","4.53","NYSE","12","Utilities","Utility - Electric Power","4.89","4.34","2.48","13.28","7.69","6.82","1.18","5.03","2.01",".25","20230504","11.94","30.97","25687.41406","31543","3032","2080","3.87","1.82","67.56999","2.08359","1.25","1.19","2785963","46.85","30.82","1.03","4.75","1.51","16231","12982","7976","232.27"
"Nomura Research Institute","NRILY","14473.24","",".93","OTC","3","Business Services","Technology Services","1.16","1.06",".96","","23","21.02","","14.75","5.45","","20230503","","","5572.58984","5448.44","1336.15698","962.88201","","","","","","","94036","31.9","21.22",".46","2.91",".23","2969.43994","2655.24389","1078.92102","593.65"
"National Storage Affiliates Trust","NSA","3242.24","-5.71","5.99","NYSE","12","Finance","REIT and Equity Trust - Other","2.92","2.84","2.81","13.11","12.95","12.55","8.52","9.8","1.57","3.94","20230802","4.93","22.98","854.70697","801.57","535.93597","299.053","13.07","13.07","60.23799","1.76494",".66",".53","574125","57.61","35.19",".72","1.66","2.2","42.199","80.37699","3551.17895","88.3"
"Nissan Motor Co.","NSANY","14033.35","108.33","0","OTC","3","Auto-Tires-Trucks","Automotive - Foreign","1.21","1.19",".62","8.34","6.01","5.95",".27","1.91",".36",".19","20230511","4.13","-9.21","78792.40625","75041.99","10049.54101","3917.41503","1.3","2.3","42.074",".72634","1.73","","76384","8.42","6.01","1.03","14.17","0","91812.47656","54674.55078","36710.10156","1957.23"
"Norfolk Southern","NSC","46413.44","5.4","2.65","NYSE","12","Transportation","Transportation - Rail","14.41","13.4","13.83","14.27","15.22","14.15","2.32","10.51","3.65","3.58","20230726","25.76","1.72","12499.96093","12745","6043","4822","23.4","25.65","53.401","1.14598",".75",".66","1630543","264.67","199.42","1.29","-17.26","5.4","2007","2649","14479","227.64"
"Insight Enterprises","NSIT","3970.63","-3.26","0","NSDQ","12","Retail-Wholesale","Retail - Mail Order","10.75","9.81","8.71","13.15","12.17","11.1","1.01","10.86","2.52",".39","20230803","19.77","9.96","10508.32714","10431.19","476.64898","413.92999","2.71","3.15","9.69169",".10731","1.3","1.27","384814","144.54","82.13","1.56","19.06","0","3900.66796","2866.40698","291.67199","33.26"
"Insperity","NSP","4604.53","7.66","1.73","NYSE","12","Business Services","Staffing Firms","6","5.67","5.3","19.22","21.25","20.08","1.42","20.7","34.51",".75","20230807","263.01","10.73","6425.37304","5938.82","301.135","259.63198","3.33","3.33","73.46399","2.76845","1.17","1.12","292384","129.74","88.91","1.24","6.07","2.08","1511.87304","1353.36999","369.39999","38.22"
"Nestle","NSRGY","354282.5","","2.08","OTC","12","Consumer Staples","Food - Miscellaneous","5.71","5.31","5.19","","24.26","22.56","","20.42","7.9","","","","","104188.29687","98957.77","16847.08789","13136.4746","","","50.36399","1.01467",".88",".5","191669","129.45","104.32",".52","11.7","2.68","36741.46875","41890.85156","45499.82031","2750"
"NetApp","NTAP","13311.29","4.58","3.21","NSDQ","4","Computer and Technology","Computer- Storage Devices","6.08","5.5","5.4","11.38","11.32","10.23","1.29","11.48","12.08","2.06","20230531","103.19","1.41","6172.59179","6318","1289","1095","19.93","15.17","68.424","2.16696","1.34","","2382352","78.56","58.18","1.2","3.61","2","5945","3953","2386","213.9"
"Nintendo","NTDOY","53609.93","-33.33","1.69","OTC","3","Consumer Discretionary","Toys - Games - Hobbies",".69",".66",".62","11.34","15.64","15.07","","12.42","3.47","3.71","20230509","","","12965.2246","15102.12","6098.25292","6004.56298","","","","","4.01","","1102003","11.68","9.31",".46","-.96",".17","18923.28906","4812.46093","0","5194.76"
"Ntt Data","NTDTY","19200.22","",".76","OTC","3","Business Services","Technology Services",".86",".75",".7","18.01","18.25","15.92","","5.94","1.17",".81","20230511","8.49","4.67","31306.25","22732.38","3933.7019","1976.24499","4.49","4.49","35.978",".56196","1.23","","5256","18.25","12.52","1.14","-2.77",".1","11098.66992","8791.39355","3503.49389","1402.5"
"NetEase","NTES","58307.01","-16.41","1.2","NSDQ","12","Computer and Technology","Internet - Software and Services","5.91","5.49","5.42","17.46","16.24","15.07","","17.82","3.7","4.08","20230523","18.49","11.43","14963.95996","13990.58","3930.35888","3515.958","20.99","20.34","3.36929",".03361","2.32","2.3","1119404","106.84","55.41",".5","22.61","1.07","19080.66992","8239.40917","529.91998","654.77"
"National Bank of Canada","NTIOF","24856.8","","3.86","OTC","10","Finance","Banks - Foreign","","","","10.11","","","","8.53","1.73","2.01","20230526","18.28","5.1","","10817.86","4073.52709","3690.98803","20.66","21.01","","","","","14265","77.71","60.2","1.08","9.07","2.84","178214","226925.29687","610.78997","337.64"
"Intellia Therapeutics","NTLA","3261.12","0","0","NSDQ","12","Medical","Medical - Biomedical and Genetics","-5.98","-5.81","-6.13","","","","","","2.36","62.57","20230504","-48.7","9.59","55.66799","52.12","-466.61402","-474.18601","-909.78","-909.78","0","0","9.61","9.61","874267","71.7","33.21","1.86","6.05","0","1216.79699","126.554","0","88.14"
"Nutanix","NTNX","5515.75","125","0","NSDQ","7","Computer and Technology","Computers - IT Services",".42",".16","-.69","","147.51","57.41","","","","3.37","20230524","","","1792.61499","1580.8","-650.08899","-778.27399","-29.15","-23.25","","-1.48697","1.46","1.44","814503","33.32","13.75","1.36","-7.98","0","1657.98095","1150.22399","1156.20495","230.11"
"Nutrien","NTR","34162.1","-23.19","3.08","NYSE","12","Basic Materials","Fertilizers","7.44","8.66","13.77","5.26","7.94","9.24",".99","3.82","1.35",".9","20230510","27.65","24.17","31540.53125","37884","12821","10809","20.22","18.8","23.715",".31086","1.14",".61","1762045","107.31","68.01",".88","-5.83","2.12","16342","14280","8040","496.76"
"Natera","NTRA","5700.52","2.14","0","NSDQ","12","Medical","Medical Services","-2.77","-4.16","-5.64","","","","","","6.96","6.95","20230509","-106.67","33.46","993.33502","820.22","-514.70398","-537.50202","-66.79","-66.79","28.52499",".39908","3.9","3.79","1131694","58.29","28.13","1.22","25.27","0","1211.81701","310.49899","281.65301","113.29"
"Northern Trust","NTRS","15500.29","0","4.02","NSDQ","12","Finance","Banks - Major Regional","6.66","6.39","7.21","10.94","11.68","11.21","","7.24","1.45","1.78","20230719","14.3","2.62","7078.41699","7751.7","2766.80004","2154","14.73","17.02","29.46299",".45222",".69",".69","1346687","112.6","74.61","1.07","-15.69","3","92253.70312","133988.5","4790.3999","207.75"
"Nippon Telegraph and Telephone","NTTYY","109988.44","","2.28","OTC","3","Utilities","Diversified Communication Services","","","","10.63","","","","4.5","1.54","1.04","20230511","","","","108289.6","30375.32617","16480.79492","","","","","","","117306","31.75","26.1",".17","8.32",".7","50877.67187","55701.89062","50885.4414","3594.39"
"Nu ","NU","24365.95","400","0","NYSE","12","Business Services","Technology Services",".24",".14","-.01","129.75","36.21","21.63","","101.66","4.98","5.08","20230515","2.13","","7109.86083","4792.23","-133.31501","-168.896","-7.61","2.13","10.69299",".11972",".37",".37","16452632","5.96","3.31","1.03","27.52","0","5845.75585","15899.12988","585.56799","4694.79"
"Nucor","NUE","36924.11","16.8","1.39","NYSE","12","Basic Materials","Steel - Producers","12.44","17.3","28.17","5.75","8.47","11.78","","4.34","1.85",".93","20230720","34.91","15.37","37543.51171","41512.47","11476.68945","10415.05566","16.73","16.73","24.92399",".33198","3.74","2.13","1729152","178.37","103.39","1.56","11.19","2.04","14691.67968","4329.74414","6613.68701","251.94"
"NovoCure Limited","NVCR","6935.25","-12.5","0","NSDQ","12","Medical","Medical Services","-1.86","-1.65","-.85","","","","","","15.54","12.89","20230504","-20.98","26.24","532.00402","537.84","-80.435","-89.52301","-17.21","-17.21","56.17599","1.28183","7","6.82","526818","118.81","56.44",".81","-10.96","0","1111.52905","158.77699","565.50897","106.19"
"NVIDIA","NVDA","696787","8.64",".06","NSDQ","1","Computer and Technology","Semiconductor - General","5.98","4.5","3.26","84.71","62.65","47.15","3.57","90.68","31.53","25.83","20230524","26.61","28.94","29679.65625","26974","5987","4443","16.19","23.09","30.509",".43902","3.52","2.73","38211008","289.1","112.27","1.77","93.03",".16","23073","6563","9703","2470"
"Nuvei","NVEI","5681.24","-6","0","NSDQ","12","Business Services","Financial Transaction Services","2.78","2.15","1.9","21.75","18.94","14.63",".85","21.8","2.87","6.74","20230510","7.91","","1235.39697","843.32","211.86999","110.37799","6.73","18.26","20.23299",".25365","1.69","1.69","394027","56.9","24.01","2.15","60.09","0","1655.87097","978.93902","502.10198","139.66"
"Novo Nordisk","NVO","378368.31","2.47","1.01","NYSE","12","Medical","Large Cap Pharmaceuticals","5.78","4.94","3.4","48.18","33.85","28.93","1.63","42.49","32.01","15.12","20230505","73.39","8.32","31035.84375","25059.16","11669.25683","10626.79785","31.44","31.44","22.558",".29128",".89",".69","1347427","172.65","95.28",".48","23.54","1.69","15320.26953","17125.0996","3443.42895","2262.97"
"NVR","NVR","19082.76","3.56","0","NYSE","12","Construction","Building Products - Home Builders","415.51","417.99","463.06","12.38","14.08","14.17","3.31","10.79","4.96","1.88","20230725","48.97","9.6","9865.38476","10326.77","2310.11401","2292.71801","16.2","16.2","19.21199",".2378","5.75","3.5","22653","5967.22","3670",".99","27.62","0","4700.19091","832.64599","914.888","3.24"
"Novartis","NVS","219463.39","10.32","2.2","NYSE","12","Medical","Large Cap Pharmaceuticals","7.11","6.6","6.03","16.28","15.68","14.55","1.75","16.44","4.21","4.31","20230718","23.29",".49","52291.6914","50545","9208","9208","13.78","26.9","28.118",".39116","1.05","1.04","1859889","104.04","74.61",".54","14.13","2.27","36910","28656","20244","2119.6"
"Envista","NVST","6133.35","6.12","0","NYSE","12","Medical","Medical - Products","2.16","1.9","1.91","19.31","19.74","17.33","1.78","11.94","1.45","2.39","20230503","8.52","1.69","2640.50195","2569.1","488.5","322.29998","9.46","13.44","17.148",".20696","1.15",".91","1459216","44.86","32.41","1.42","11.29","0","1424.59997","1236.69995","870.70001","163.69"
"nVent Electric","NVT","7057.41","15.52","1.64","NYSE","12","Computer and Technology","Electronics - Miscellaneous Components","2.85","2.65","2.32","16.64","16.05","14.95","","13.6","2.53","2.39","20230804","16.08","6.28","3114.35009","2909","618","503.79998","14.41","14.64","27.62",".38159","2.08","1.36","1085880","46.28","29.96","1.31","10.74",".7","1229.19995","649.5","1068.19995","165.67"
"Novozymes","NVZMY","11621.89","-6.82","1.12","OTC","12","Basic Materials","Chemical - Specialty","2.08","1.95","1.8","","26.23","24.65","8.27","23.32","6.12","4.7","20230810","26.96","","2574.625","2378.7","664.55999","664.55999","20.08","20.13","20.898",".26418","1.29","","48688","70.04","47.06",".74","1.35",".57","1244.63903","902.57397","585.48797","227.26"
"NorthWestern","NWE","3481.26","-1.87","4.4","NSDQ","12","Utilities","Utility - Electric Power","3.63","3.5","3.26","18.54","16.63","16.02","2.46","9.71","1.29","2.26","20230726","7.04","4.23","1548.84497","1477.8","482.854","282.513","12.12","11.86","46.58399",".8721",".66",".69","266757","62.72","49.28",".44","-1.89","2.56","538.82397","620.84497","2483.156","59.79"
"NatWest Group","NWG","31082.92","0","7.54","NYSE","12","Finance","Banks - Foreign","1.32","1.18",".87","6.44","5.49","4.93",".3","5.7",".68","1.43","20230804","10.86","-2.95","18645.25","19734.39","9402.91406","8365.15527","21.11","22.63","15.378",".18172","1.09","1.08","1739751","7.76","4.71","1.28",".31",".49","697473.125","647600","7742.99414","4796.75"
"Newell Brands","NWL","4290.08","-50","8.88","NSDQ","12","Consumer Staples","Consumer Products - Staples","1.3",".99","1.58","8.63","10.48","7.94","","3.01","1.29",".48","20230804","13.59","-.07","8517.35937","9459","1162","392","-1.31","5.58","58.89799","1.43294","1.23",".6","4512003","24.26","10.36",".92","-20.8",".92","4052","3078","4756","414.1"
"News Corporation","NWS","9848.61","","1.17","NSDQ","6","Consumer Discretionary","Film and Television Production and Distribution","","","","21.66","","","","7.14","1.09",".97","20230511","5.13","1.78","","10385","1500","812","2.94","4.58","24.871",".33105","1.28","1.07","636470","21.67","15.27","1.34","-7.21",".2","4093","3519","2776","575.6"
"News Corporation","NWSA","9773.78","-44","1.18","NSDQ","6","Consumer Discretionary","Film and Television Production and Distribution",".72",".39",".98","21.49","43.54","23.58","","7.09","1.08",".96","20230511","5.13","1.78","9980.87597","10385","1500","812","2.94","4.58","24.871",".33105","1.28","1.07","2004361","21.47","14.95","1.31","-6.7",".2","4093","3519","2776","575.6"
"Next","NXGPY","10702.37","","1.66","OTC","1","Retail-Wholesale","Retail - Apparel and Shoes","3.32","3.05","3.45","","13.66","12.54","","10.38","9.35","","20230504","","","6340.68017","6017.43","1380.17297","1250.15502","","","","","","","90","44.69","24.42","1.49","21.48",".69","3308.45605","1660.41296","2351.04907","256.9"
"NXP Semiconductors","NXPI","44547.2","5.63","2.36","NSDQ","12","Computer and Technology","Semiconductor - Analog and Mixed","13.95","12.34","14.27","10.31","13.9","12.29",".63","8.78","5.4","3.38","20230724","48.75","7.12","12206.32421","13205","4613","3363","20.81","28.27","55.215","1.2329","1.75","1.58","2142751","196.16","138.09","1.51","8.53","4.06","6935","3270","11165","259.73"
"Nexstar Media Group","NXST","6023.48","6.21","3.22","NSDQ","12","Consumer Discretionary","Broadcast Radio and Television","26.17","11.17","25.78","6.23","15","6.4","1.5","3.61","2.28","1.16","20230509","37.4","19.36","5140.41015","5211","2228.80004","1553.69995","18.64","20.65","71.14299","2.46531","1.81","1.81","206825","212.75","152.4","1.47","-4.29","5.4","1614.5","893.20001","6827.20019","35.96"
"New York Community Bancorp","NYCB","7315.38","0","6.71","NYSE","12","Finance","Financial - Savings and Loan","1.41","1.22","1.25","8.89","8.27","7.17",".83","11.09",".71","1.45","20230726","8.25","7.24","3709.4729","2339","1125","1139","49.74","12.79","66.455","2.07802","1.24","1.2","15675290","10.95","6.4","1.06","17.79",".68","71755","58721","21332","722.15"
"The New York Times Company","NYT","6485.09","34.09","1.12","NYSE","12","Consumer Staples","Publishing - Newspapers","1.48","1.27","1.08","32.06","31.13","26.7","","20.77","4.07","2.81","20230510","13.74","6.12","2394.55102","2308.32","328.57598","235.99899","7.53","9.19","0","0","1.15","1.15","630923","41.13","27.9",".99","21.47",".44","655.67498","571.21002","0","164.47"
"Realty Income","O","40550.46","2.04","4.98","NYSE","12","Finance","REIT and Equity Trust - Retail","4.26","4.1","3.95","15.62","14.97","14.41","2.99","15.4","1.33","12.13","20230503","3.14","20.85","3744.86206","3343.68","2548.60693","917.59899","26","25.25","38.57099",".6279","1.85","1.85","3308234","74.75","55.54",".8","-3.22","3.06","739.065","399.13699","18110.73046","660.54"
"OBIC CO","OBIIF","13972.27","","0","OTC","3","Computer and Technology","Computer - Services","5.22","4.73","4.24","37.05","33.21","30.09","","33.87","6.28","18.79","20230504","16.25","","839.67999","797.01","553.776","532.15802","50.24","50.65","","","8.29","","0","162.3","134.25",".42","3","0","1211.73498","187.48699","0","88.95"
"Obayashi","OBYCF","5561.79","","0","OTC","3","Construction","Building Products - Miscellaneous","","","","14.35","","","","12.08",".75",".35","20230511","4.91","","","17129.05","645.41699","476.35198","2.93","2.47","20.583",".25917","1.29","","0","7.75","6.33",".22",".52","0","11402.21972","9221.35839","1664.13403","717.65"
