Company Name,Ticker,Market Cap (mil),Last EPS Surprise (%),Div. Yield %,Exchange,Month of Fiscal Yr End,Sector,Industry,F2 Consensus Est.,F1 Consensus Est.,F0 Consensus Est.,P/E (Trailing 12 Months),P/E (F1),P/E (F2),PEG Ratio,Price/Cash Flow,Price/Book,Price/Sales,Next EPS Report Date  (yyyymmdd),Current ROE (TTM),5 Yr Historical Sales Growth,F(1) Consensus Sales Est. ($mil),Annual Sales ($mil),EBITDA ($mil),EBIT ($mil),Net Margin %,Operating Margin 12 Mo %,Debt/Total Capital,Debt/Equity Ratio,Current Ratio,Quick Ratio,Avg Volume,52 Week High,52 Week Low,Beta,% Price Change (YTD),Dividend ,Current Assets  ($mil),Current Liabilities ($mil),Long Term Debt ($mil),Shares Outstanding (mil)
"Tencent Music Entertainment Group","TME","11797.74","-7.14","0","NYSE","12","Computer and Technology","Internet - Content",".61",".55",".44","16.19","12.77","11.5",".51","15.69","1.62","2.82","20230516","8.07","8.2","4410.37988","4109","838.25299","665.87701","12.89","13.99","10.128",".11268","2.27","2.27","4346968","9.18","3.61",".81","-15.94","0","3946.66699","1741.14599","822.65002","1695.08"
"Taylor Morrison Home","TMHC","4537.71","34.88","0","NYSE","12","Construction","Building Products - Home Builders","7.07","6.47","9.34","4.34","6.48","5.93","","4.03",".94",".55","20230726","24.14","18.74","6897.41503","8224.92","1428.77404","1392.67504","13.04","13.34","32.201",".47495","6.09","1.01","983076","43.09","20.69","1.71","38.06","0","6553.31591","1172.10595","2483.86108","108.3"
"Trend Micro","TMICY","6825.5","-14.63","1.95","OTC","12","Computer and Technology","Computer - Software","1.52","1.39","1.71","38.47","34.87","31.89","2.42","18.79","3.88","4","20230511","10.1","5.61","1841.16003","1713.6","516.86297","322.93798","13.52","10.28","0","0","1.38","1.36","3864","68.14","45.04",".51","4.8",".94","2463.49194","1788.68701","0","140.82"
"TEMENOS GROUP","TMNSF","6159.12","","0","OTC","12","Computer and Technology","Internet - Software","3.27","2.97","2.76","","27.95","25.38","","","","","","","","985.20001","","","","","","","","","","12","99.31","53.77","1.2","54.36","0","","","","74.21"
"Thermo Fisher Scientific","TMO","209750.42","1.62",".26","NYSE","12","Medical","Medical - Instruments","26.54","23.7","23.04","25.87","22.94","20.49","2.7","17.01","4.96","4.79","20230727","19.16","17.83","45341.75","44915","11942","8561","13.75","18.84","40.881",".6886","1.27","1.15","1374551","604.82","484.71",".79","-1.25","1.4","25229","17010","28909","385.7"
"TMobile US","TMUS","168629.3","4.64","0","NSDQ","12","Computer and Technology","Wireless National","9.22","6.95","1.98","30.58","20.19","15.23","1.12","10.75","2.52","2.13","20230726","8.27","19.69","79457.34375","79571","20161","6510","4.83","7.24","52.749","1.11633",".79",".69","4986592","152.41","121.73",".56",".26","0","19067","24742","72100","1201.41"
"Tenaga Nasional Berhad","TNABY","11527.73","","5.15","OTC","12","Utilities","Utility - Electric Power","","","","14.57","","","","3.29",".81",".76","20230529","5.7","4.81","","11577.29","4638.53417","2058.67504","5.18","5.18","","","","","159","11.18","6.11","-.06","-1.54",".41","6520.55322","6567.43798","17090.96679","1438.27"
"TriNet","TNET","5533.91","27.04","0","NYSE","12","Business Services","Outsourcing","5.84","5.61","6.27","13.38","16.6","15.95","","11.02","6.71","1.13","20230725","47.82","8.66","1284.35302","4885","648","521","6.96","7.83","37.547",".60121","1.18","1.17","424617","93.14","61.31","1.16","37.38","0","2326","1988","496","59.42"
"Tokyo Electron","TOELY","53785","40.54","2.97","OTC","3","Computer and Technology","Semiconductor - Discretes","3.25","2.62","3.3","14.52","21.76","17.53","","12.69","5.23","3.17","20230511","35.05","15.09","14107.12988","17848.89","5177.15185","4875.38378","21.66","21.72","","","2.76","","122779","79.31","39.57","1.47","16.96","1.69","11509.95019","3828.57104","0","943.27"
"Topicus.com Inc.","TOITF","13974.28","","0","OTC","12","Computer and Technology","Internet - Software","","","","95.65","","","","70.59","28.35","14.51","20230502","12.32","","","965.98","261.746","119.569","5.77","5.77","14.27799",".16656",".54",".54","3911","71.42","48.5","","28.03","0","326.39999","600.70098","82.091","211.73"
"Toll Brothers","TOL","6969.54","24.09","1.33","NYSE","10","Construction","Building Products - Home Builders","8.06","8.66","9.26","5.95","7.27","7.81",".66","5.69","1.12",".68","20230523","21.02","9.22","8368.46972","10275.56","1780.54199","1703.72595","12.92","11.85","34.067",".51669","5.59",".93","1146973","63.91","40.28","1.38","26.08",".84","10827.30957","2256.87695","3329.40893","110.73"
"Tosoh","TOSCF","4292.38","","0","OTC","3","Basic Materials","Chemical - Diversified ","","","","","","","","4.68","","","","","","","6619.56","1236.19396","870.71697","","","","","","","220","14.86","11.28",".21","13.84","0","4990.67822","2381.17602","241.044","318.19"
"Toast","TOST","9072.02","-5.56","0","NYSE","12","Computer and Technology","Internet - Software","-.56","-.59","-.52","","","","","","8.2","3.32","20230509","-24.3","","3623.10009","2731","-209","-277","-10.03","-10.03","0","0","2.84","2.61","4397212","25.96","12.68","1.75","-4.49","0","1407","496","0","526.83"
"Toshiba","TOSYY","13912.39","",".96","OTC","3","Consumer Discretionary","Audio Video Production",".79",".7","1.03","11.47","22.94","20.33","","6.07","1.43",".58","20230512","11.97","-7.05","","27352.19","2693.67211","1995.66394","5.04","5.04","27.843",".38587","1.44","","23095","22.95","15.06",".69","-7.17",".15","18574.10937","12375.95996","2603.76196","866.28"
"TPG Inc.","TPG","8520.05","11.32","7.26","NSDQ","12","Finance","Financial - Investment Management","2.08","1.75","1.81","14.74","15.73","13.27","1.3","12.16","2.76","1.75","20230509","22.07","","1255.18395","2002.89","-2.14001","-2.14001","","","12.592",".14406",".33",".33","351187","41.78","23.63","1.45","-.97","2","1125.74694","3368.06005","444.566","309.14"
"Texas Pacific Land","TPL","11050.58","-14.53",".91","NYSE","12","Oils-Energy","Alternative Energy - Other","63.06","54.92","59.96","24.86","26.14","22.77","","","","16.56","20230503","","31.85","638.77001","667.42","","","66.88","66.88","","","","","31104","2715.06","1275.67","1.87","-38.74","13","","","","7.7"
"Tapestry","TPR","9391.09","7.94","3.02","NYSE","6","Retail-Wholesale","Retail - Apparel and Shoes","4.13","3.72","3.46","11.56","10.7","9.63",".86","8.85","4.06","1.42","20230511","36.58","2.3","6610.02197","6684.5","1301","1105.69995","12.69","13.02","41.596",".71221","1.87","1.08","2728580","46.62","26.52","1.44","4.46","1.2","2573.80004","1468.80004","1659.19995","236.08"
"Tempur Sealy International","TPX","6296.08","3.85","1.2","NYSE","12","Retail-Wholesale","Retail - Home Furnishings","3.19","2.67","2.57","14.13","13.72","11.45",".82","9.6","","1.28","20230509","-402.92","18.24","5112.61376","4921.2","864.29998","680.20001","9.26","9.52","","-123.97738","1.22",".65","1663801","44.25","20.38","1.69","6.58",".44","1195.19995","981.20001","2739.8999","172.07"
"Trex","TREX","5935.86","4.55","0","NYSE","12","Construction","Building Products - Wood","1.8","1.54","1.78","30.65","35.5","30.28","7.32","24.42","11.55","5.37","20230508","32.97","18.4","1029.33703","1106.04","291.13598","246.83799","16.69","18.17","0","0",".99",".5","831054","66.09","39.98","1.49","28.89","0","286.84201","290.59899","0","108.79"
"Targa Resources","TRGP","16350.7","6.98","2.77","NYSE","12","Oils-Energy","Oil and Gas - Refining and Marketing - Master Limited Partnerships","7.47","5.91","3.49","18.58","12.22","9.68","","7.11","3.28",".78","20230504","25.2","19.1","23039.55859","20929.8","3215.80004","2109.30004","5.46","5.46","68.234","2.14806",".77",".64","1238635","80.38","56.28","2.28","-1.69","2","2356.60009","3066.69995","10702.0996","226.28"
"Thomson Reuters","TRI","61599.72","5.13","1.5","NYSE","12","Business Services","Technology Services","3.71","3.32","2.47","48.1","39.43","35.24","3.34","31.73","5.24","9.21","20230803","10.54","-2.38","6944.62792","6627","3002","2278","17.2","19.7","20.76099",".26201",".57",".57","270879","132.75","92.58",".58","14.69","1.96","2811","4891","3114","470.84"
"Trimble","TRMB","11354.84","-1.64","0","NSDQ","12","Computer and Technology","Electronics - Miscellaneous Products","3.03","2.73","2.64","17.48","16.81","15.2","1.33","15.21","2.8","3.09","20230503","14.21","5.61","3753.98388","3676.3","812","640.20001","12.23","15.24","23.149",".30121","1.04",".76","1075478","71.91","45.82","1.56","-9.06","0","1518.19995","1462.09997","1220","246.95"
"Terreno Realty","TRNO","4975.02","3.85","2.66","NYSE","12","Finance","REIT and Equity Trust - Other","2.35","2.18","1.97","30.05","27.51","25.6","3.06","18.37","2.05","18.01","20230503","9.22","14.65","304.54998","276.21","272.72698","221.86399","71.45","71.45","26.36199",".35799",".53",".53","540223","70.29","51.04",".83","5.68","1.6","26.39299","49.692","798.27197","82.78"
"T. Rowe Price","TROW","23809.68","4.32","4.6","NSDQ","12","Finance","Financial - Investment Management","7.09","6.65","7.98","14.98","15.94","14.95","2.66","9.44","2.63","3.86","20230727","18.01","9.06","6233.66796","6488.4","2594","1948.19995","22.9","26.57","10.21","0","3.68","3.68","1080658","134.76","98.07","1.3","-2.76","4.88","2504.30004","680.70001","0","224.51"
"TC Energy","TRP","41421.83","0","6.73","NYSE","12","Oils-Energy","Alternative Energy - Other","2.91","3.08","3.22","12.24","13.16","13.94","3.29","7.69","1.74","3.56","20230727","13.97","1.76","11293.13964","11520.2","5035.18408","3047.57104","11.35","29.24","61.986","1.75681",".74",".38","1740759","59.05","37.18",".85","1.61","2.73","5639.77392","13004.86035","38567.6914","1022.76"
"Triton","TRTN","4603.94","7.56","3.41","NYSE","12","Transportation","Transportation - Equipment and Leasing","9.51","8.87","11.26","7.48","9.26","8.64","","3.42","1.95","2.77","20230727","28.22","5.7","1617.77001","1679.69","1701.05395","1043.81994","42.31","42.85","71.58999","3.26339","4.13","4.13","1481771","83.79","49.45","1.36","19.4","2.8","2052.69409","496.815","8074.81982","56.06"
"TransUnion","TRU","12851.66","8.11",".63","NYSE","12","Business Services","Business - Information Services","4.2","3.53","3.67","19.06","18.84","15.82",".56","11.1","2.97","3.45","20230725","14.47","11.75","3849.12988","3709.9","1137.09997","618.09997","7.34","16.39","55.74","1.25937","1.57","1.6","1528502","89.01","50.98","1.37","17.22",".42","1450.19995","905.5","5555.5","193.2"
"Terumo","TRUMY","22131.4","",".68","OTC","3","Medical","Medical - Products","","","","31.49","","","","17.09","2.6","3.56","20230511","","","","6265.02","1569.46203","1045.41198","","","","","","","79419","35.05","26",".53","5.02",".2","4972.54589","1581.71704","2001.38696","747.68"
"The Travelers Companies","TRV","41698.2","12.91","2.06","NYSE","12","Finance","Insurance - Property and Casualty","16.54","14.31","12.41","14.7","12.62","10.91","1.36","4.53","1.81","1.1","20230720","13.41","5.02","40767.09375","36884","10046","3705","7.41","7.76","24.031",".31632",".33",".33","1302623","193.92","150.6",".6","-3.71","3.72","26507","80904","7292","230.98"
"Toray Industries","TRYIY","8981.3","","1.52","OTC","3","Industrial Products","Textile - Products","","","","","","","","4.93",".67","","20230512","","","","19851.68","2197.73901","1126.45495","","","","","","","10624","12.3","9.52",".68","-1.61",".17","12221.7998","6595.354","5746.3999","815.74"
"Tenaris","TS","16114.33","15.76","2.49","NYSE","12","Industrial Products","Steel - Pipe and Tube","5.16","6.18","4.38","5.06","4.42","5.29","2.16","5.1","1.06","1.19","20230802","22.97","6.86","15047.94824","11762.53","3773.65991","3165.93701","23.49","23.49",".37202",".00373","3.48","1.61","2109490","36.67","22.89","1.44","-22.36",".68","8468.5957","2788.42309","46.43299","590.27"
"Tesco","TSCDY","25541.01","","2.66","OTC","2","Retail-Wholesale","Retail - Supermarkets",".85",".76",".77","","13.78","12.37","2.94","5.63","1.58","","","","","83553.375","79839.78","5900.62402","3544.21508","","","32.29199",".47693",".78","","98413","10.56","6.58",".86","29.5",".28","16718.42968","22136.25","9154.05859","2439.45"
"Tractor Supply Co.","TSCO","26510.06","-2.37","1.7","NSDQ","12","Retail-Wholesale","Retail - Miscellaneous","11.53","10.48","9.62","24.92","23.09","20.98","2.4","18.6","13.85","1.83","20230720","55.53","16.64","15223.07519","14204.72","1778.005","1434.94299","7.49","7.49","46.068",".85419","1.47",".19","1077685","249.97","170.53",".82","7.55","4.12","3157.7749","2376.21191","1198.70703","109.57"
"Tower Semiconductor","TSEM","4863.18","27.27","0","NSDQ","12","Computer and Technology","Electronics - Semiconductors","","2.33","2.41","17.59","19.14","","","8.82","2.58","2.9","20230515","14.79","5.23","1489.182","1677.61","604.31201","311.67401","15.77","15.4","10.01",".11123","3.86","3.08","698574","49.12","39.86",".88","3.01","0","1495.17395","387.388","210.069","109.29"
"Tsingtao Brewery Co.","TSGTY","14559.38","","1.35","OTC","12","Consumer Staples","Beverages - Alcohol","2.7","2.29","1.88","","23.3","19.76","","","","","","","","5144.58007","4023.1","","","","","","","","","709","54.55","34.92",".37","5.67",".72","","","","272.9"
"Tesla","TSLA","508103.19","2.41","0","NSDQ","12","Auto-Tires-Trucks","Automotive - Domestic","4.8","3.62","3.97","41.67","44.27","33.41","1.8","31.11","10.41","5.91","20230719","27.29","43.09","99696.10937","81462","17657","13910","13.66","13.66","3.3243",".02605","1.57","1.05","122322072","317.54","108.1","2","30.14","0","40917","26709","1597","3169.5"
"Taiwan Semiconductor","TSM","430236.88","8.26","1.71","NYSE","12","Computer and Technology","Semiconductor - Circuit Foundry","6.27","5.33","6.4","12.82","15.57","13.23",".76","8.91","4.53","5.73","20230713","37.16","21.89","71590.42968","75881","51841.10156","37612.19921","44.72","44.72","22.94499",".29777","2.08","1.86","9554306","97.96","60.28","1.1","11.37","1.42","66804.29687","32104.30078","28273.90039","5186.08"
"Tyson Foods","TSN","21671.84","-37.04","3.15","NYSE","9","Consumer Staples","Food - Meat Products","5.42","4.22","8.79","9.08","14.45","11.24","","4.97","1.1",".4","20230508","12.41","6.65","55065.84375","53282","5750","4514","4.54","4.53","28.427",".39717","1.75",".77","2230601","92.9","56.08",".75","-2.1","1.92","9630","5313","7862","355.63"
"TravelSky Technology","TSYHY","5596.38","",".34","OTC","12","Computer and Technology","Computers - IT Services","","","","","","","","24.27","1.88","","","","","","848.81","232.891","87.777","","","","","","","2294","23.53","13.45",".22","-9.14",".06","2423.98803","739.73297","0","292.62"
"Trane Technologies","TT","43001.04","10.98","1.59","NYSE","12","Business Services","Technology Services","8.98","8.33","7.18","25.58","22.64","21","2.08","21.16","7.11","2.69","20230503","29.14","-1.59","17184.85546","15991.7","2719.19995","2395.60009","10.98","10.81","38.291",".6205","1.12",".77","1937854","194.11","120.97",".99","12.18","3","6379.20019","5686.7998","3788.30004","228.05"
"Toro","TTC","10871.67","7.69","1.3","NYSE","10","Consumer Discretionary","Tools - Handheld","5.28","4.82","4.2","23.01","21.61","19.76","","19.64","7.56","2.3","20230601","36.04","13.98","5005.23486","4514.66","697.09301","588.28399","10.16","10.11","43.03499",".75546","1.78",".59","350744","116.19","73.83",".72","-7.91","1.36","1675.35095","1063.61303","990.768","104.29"
"The Trade Desk","TTD","30713.94","2.7","0","NSDQ","12","Computer and Technology","Internet - Services","1.5","1.16","1.03","59.6","53.87","41.58","2.24","284.7","14.51","19.47","20230510","2.86","36.98","1887.78894","1577.8","169.03999","114.61499","3.38","3.38","0","0","1.89","1.9","2905248","75.41","39.89","1.8","39.59","0","3845.61694","2029.32299","0","490.8"
"TDK","TTDKY","13645.9","-197.83","1.76","OTC","3","Computer and Technology","Electronics - Miscellaneous Components","3.73","3.16","2.88","16.1","11.11","9.41","1.04","4.81","1.22",".85","20230807","7.4","6.57","17571.05078","16142.41","3341.8291","1958.69799","5.14","5.14","22.624",".29239","1.51","","8202","38","28.25","1.01","7.87",".62","12593.71972","8495.76953","3784.76196","388.77"
"TotalEnergies","TTE","150604.34","7.41","3.63","NYSE","12","Oils-Energy","Oil and Gas - Refining and Marketing","10.52","10.89","13.97","4.61","5.57","5.77",".6","3.02","1.27",".56","20230727","28.51","5.01","172394.70312","280999","59352","45672","7.82","12.49","26.596",".36232","1.14",".94","1277497","64.95","44.86",".79","-2.26","2.2","125724","109778","45264","2481.94"
"Tetra Tech","TTEK","7418.13","11.67",".66","NSDQ","9","Industrial Products","Pollution Control","6","5.02","4.41","29.91","27.76","23.23","","25.2","5.6","2.1","20230510","20.2","3.82","3475","3504.05","415.39001","362.13","8.79","7.07","15.026",".17683","1.42","1.26","235838","162.53","119.47",".97","-4.01",".92","1158.21594","916.01702","246.25","53.23"
"Techtronic Industries Co.","TTNDY","19681.51","","2.18","OTC","12","Industrial Products","Manufacturing - Tools & Related Products","3.6","3.13","3.15","","17.16","14.9","1.48","12.89","3.9","","","","","13223","13253.92","1650.92895","1223.833","","","","","","","38228","69.18","46.65","1.44","-3.43","1.17","9061.54882","6678.97021","1028.35095","366.96"
"TakeTwo Interactive Software","TTWO","20514.2","5.68","0","NSDQ","3","Consumer Discretionary","Toys - Games - Hobbies","7.77","5.04","3.58","30.79","24.12","15.65","1.4","18.73","2.15","4.24","20230517","4.37","17.94","5991.64404","3504.8","751.21502","465.39801","-8.35","7.33","22.26499",".28642",".87","","1357060","136.59","93.57",".69","16.8","0","3871.08789","2104.96411","0","168.68"
"TELUS","TU","30183.62","-19.05","4.9","NYSE","12","Utilities","Diversified Communication Services",".99",".86",".92","22.82","24.33","21.2","2.88","7.67","2.21","2.14","20230504","9.49","6.85","15059.97363","14162.38","4927.49414","2272.21606","8.82","8.94","56.02399","1.27398",".74",".67","1273101","25.44","19.12",".74","8.7","1.03","4685.96582","6369.74511","17303.91992","1438"
"Tradeweb Markets","TW","16558.13","0",".51","NSDQ","12","Finance","Financial - Investment Bank","2.39","2.13","1.86","36.21","33.07","29.48","2.15","26.96","2.96","13.72","20230802","8.19","16.05","1311.67895","1188.78","616.01202","437.13299","26.04","37.31","0","0","8.39","6.01","1020262","79.34","52.21",".96","8.75",".36","1436.44299","238.897","0","234.5"
