Company Name,Ticker,Market Cap (mil),Last EPS Surprise (%),Div. Yield %,Exchange,Month of Fiscal Yr End,Sector,Industry,F2 Consensus Est.,F1 Consensus Est.,F0 Consensus Est.,P/E (Trailing 12 Months),P/E (F1),P/E (F2),PEG Ratio,Price/Cash Flow,Price/Book,Price/Sales,Next EPS Report Date  (yyyymmdd),Current ROE (TTM),5 Yr Historical Sales Growth,F(1) Consensus Sales Est. ($mil),Annual Sales ($mil),EBITDA ($mil),EBIT ($mil),Net Margin %,Operating Margin 12 Mo %,Debt/Total Capital,Debt/Equity Ratio,Current Ratio,Quick Ratio,Avg Volume,52 Week High,52 Week Low,Beta,% Price Change (YTD),Dividend ,Current Assets  ($mil),Current Liabilities ($mil),Long Term Debt ($mil),Shares Outstanding (mil)
"Super Micro Computer","SMCI","5944.59","3.49","0","NSDQ","6","Computer and Technology","Computer- Storage Devices","8.69","10.68","5.37","10.22","10.38","12.75","","18.11","3.22",".89","20230502","37.49","11.31","6773.07519","5196.1","375.71701","343.246","8.7","9.18","7.2547",".07822","2.89",".86","1508897","114","34.83","1.26","34.99","0","2806.31494","1470.02404","147.61799","53.64"
"Sumitomo Mitsui Financial Group","SMFG","54300.3","25","3.56","NYSE","3","Finance","Banks - Foreign",".91",".89",".83","7.52","8.88","8.68","1.41","5.34",".61","1.3","20230512","7.45","-8.66","","36619.86","8879.25488","6020.52978","15.18","17.41","65.41799","1.89166","1.04","1.05","4927191","9.03","5.39",".68","-1.5",".28","1753916","1668522","284916.5","6873.46"
"Smurfit Kappa","SMFKY","9037.58","","1.19","OTC","12","Basic Materials","Paper and Related Products","3.13","3.57","4.38","","9.73","11.1","1.37","4.81","1.7","","20230510","","","13001.01953","13504.23","2219.93505","1556.16699","","","41.67599",".71456","1.49","1.08","28561","46.92","26.94","1.06","-6.45",".42","4750.6831","3189.24707","3792.95996","260.15"
"Scotts MiracleGro","SMG","3759.12","27.14","3.93","NYSE","9","Basic Materials","Fertilizers","4.39","3.17","4.14","17.01","21.19","15.32","","11.1","62.62",".97","20230502","55.54","13.92","3829.65405","3924.1","-334.79999","-440","-11.64","5.72","98.16899","53.60672","2.47",".66","593992","131.25","40.24","1.66","38.26","2.64","1981.90002","963.90002","2826.19995","55.96"
"Smiths Group","SMGZY","7374.32","","2.7","OTC","7","Business Services","Technology Services","1.15","1.09",".82","","19.25","18.13","","15.41","2.11","","","","","3549.28295","3415.86","338.109","207.865","","","18.752",".23079","1.73","1.32","30500","21.96","16.08",".92","8.46",".57","3181.12109","1840.52404","826.19702","353.01"
"Shimano","SMNNY","15251.08","",".36","OTC","12","Consumer Discretionary","Leisure and Recreation Products","","","","13.49","","","","12.65","2.84","3.14","20230328","20.47","11.85","","4980.39","1570.59704","1399.98095","22.98","23.11",".00013","0","7.91","","85352","23.49","14.05",".58","6.59",".06","4809.75","741.90502","20.93","911.6"
"Simply Good Foods","SMPL","3870.2","2.44","0","NSDQ","8","Consumer Staples","Food - Confectionery","1.8","1.63","1.49","24.62","23.84","21.65","","21.51","2.64","3.26","20230405","10.75","30.17","1243.833","1168.68","200.92799","172.44999","10.38","13.44","21.34",".27129","4.42","2.21","535129","44.57","29.4",".78","2.29","0","351.60101","102.248","403.022","99.49"
"Sompo","SMPNY","13949.66","","3.49","OTC","3","Finance","Insurance - Multi line","","","","20.9","","","","5.17",".93",".38","20230327","3.87","2.92","","37124.05","3676.23388","2960.06909","1.9","1.83","21.88299",".28012",".12","","29923","23.27","19.29",".42","-9.44",".7","11443.70996","85381.47656","4803.7041","695.4"
"Samsonite International","SMSEY","4369.57","","0","OTC","12","Retail-Wholesale","Retail - Miscellaneous","1.15",".95",".65","14.42","15.94","13.16","","45.7","5.32","1.52","20230511","36.15","","3686","2879.6","214.1","136.3","10.86","10.27","75.194","2.95576","1.93","","9861","15.27","9.41",".44","15.66","0","1939.59997","917.70001","2682","288.61"
"SnapOn","SNA","12452.91","8.07","2.76","NYSE","12","Consumer Discretionary","Tools - Handheld","17.96","17.1","16.47","13.93","13.71","13.05","1.97","12.31","2.77","2.77","20230420","20.83","4.23","4705.63818","4492.8","1349.90002","1249.69995","20.29","20.29","20.815",".26286","3.47","2.4","311868","259.66","191.82","1.1","2.58","6.48","3368.8999","971.59997","1183.80004","53.13"
"Snap","SNAP","18280.23","40","0","NYSE","12","Computer and Technology","Internet - Software",".38",".18",".16","64.22","63.06","30.51","","","7.08","3.97","20230420","-33.2","46.27","4711.41406","4601.85","-1170.19996","-1379.23804","-31.07","6.03","59.187","1.45019","4.32","4.32","32222468","39.34","7.76","1.2","29.16","0","5256.64697","1215.59899","3742.52001","1581.33"
"Schneider National","SNDR","4541.57","4.92","1.41","NYSE","12","Transportation","Transportation - Services","2.44","2.21","2.6","9.7","11.52","10.47","2.95","5.53","1.6",".69","20230427","17.62","6.62","6341.85498","6604.4","963.59997","613.59997","6.93","7.14","4.76",".04997","2.12","2.04","642916","30.52","20.3","1.05","9.02",".36","1350.30004","636.90002","141.8","178.03"
"Sino Land Co.","SNLAY","10640.86","","2.55","OTC","6","Finance","Real Estate - Operations",".55",".45","","","14.67","12","","11.85",".5","","","","","1452.30004","1992.49","966.39001","943.20202","","",".62593",".00629","1.04","1.04","1602","7.95","5.41",".52","5.43",".17","1011.01098","972.11199","127.66999","1612.25"
"Smith & Nephew SNATS","SNN","12139.62","","2","NYSE","12","Medical","Medical - Products","","1.7","1.57","","16.35","","1.96","9.1","2.3","","","","","5306.77001","5215","932","315","","","34.02299",".51568","2.25",".96","1010142","33.71","21.95",".58","3.38",".56","3856","1715","2712","436.68"
"Snowflake","SNOW","43908.05","366.67","0","NYSE","1","Computer and Technology","Internet - Software","1.06",".57",".22","505.67","237.44","128.8","","","8.1","21.26","20230524","-13.89","","2872.98999","2065.66","-569.58399","-676.96003","-38.57","4.53","0","0","3.08","","6564418","241.23","113.3",".75","-4.88","0","4598.64306","1397.09301","0","321.6"
"Synopsys","SNPS","57350.84","4.8","0","NSDQ","10","Computer and Technology","Computer - Software","12.12","10.54","8.85","41.24","35.73","31.07","2.28","44.77","10.16","11.09","20230517","16.88","12.84","5795.43798","5081.54","1416.94494","1115.51403","18.22","27.5",".99342",".00364","1.11","1.01","841525","390.45","260.83","1.18","17.94","0","3012.66894","2774.49902","20.82399","152.3"
"Sunny Optical","SNPTF","13509.1","","0","OTC","12","Medical","Medical - Products",".32",".66",".62","","18.61","38.38","","12.93","","","20230428","","","5249.58007","5808.26","1181.09594","908.51","","","","","","","697","18.29","8.63",".8","8.09","0","4335.54785","1839.19799","591.03997","1100"
"Synovus Financial","SNV","4314.17","-1.46","5.15","NYSE","12","Finance","Banks - Southeast","5.33","5.17","4.95","5.98","5.71","5.54","1.9","5.19","1.09","1.74","20230420","18.93","7.51","2443.0769","2485.12","1125.00402","1055.83203","30.5","34.25","47.867","1.0434",".92",".91","2730163","51.72","27.32","1.37","-21.33","1.52","45642.21093","49621.53125","4109.59716","146.04"
"TD SYNNEX","SNX","8747.25","17.81","1.53","NYSE","11","Computer and Technology","Business - Software Services","13.29","12.02","11.4","7.69","7.63","6.9",".81","5.54","1.09",".14","20230328","14.08","24.81","64615.92968","62343.81","1513.07299","1049.708","1.04","1.84","32.338",".47793","1.25",".7","409073","112.04","81.19","1.65","-3.16","1.4","20500.86914","16428.7207","3835.66503","95.37"
"Sanofi","SNY","132665.11","-3.33","2.4","NSDQ","12","Medical","Large Cap Pharmaceuticals","4.89","4.4","4.32","12.15","11.95","10.76","1.62","9.15","1.68","2.94","20230427","28","3.06","48912.03515","45309.51","15047.5166","11444.2041","15.7","24.03","16.506",".19769","1.42","1.05","1634996","57.46","37.22",".54","8.63","1.26","35849.78906","25248.4707","15653.33007","2521.67"
"The Southern Company","SO","74688.2","8.33","3.97","NYSE","12","Utilities","Utility - Electric Power","4.02","3.61","3.58","19","19.01","17.08","4.75","9.41","2.16","2.55","20230427","11.73","2.61","28441.13671","29279","10309","6245","12.4","13.59","59.464","1.46692",".66",".52","5394052","80.16","61.5",".49","-3.95","2.72","10416","15724","50656","1088.91"
"SoFi Technologies","SOFI","5364.33","44.44","0","NSDQ","12","Business Services","Technology Services",".03","-.21","-.43","","","229.6","","","1.03","3.27","20230509","-6.17","","1998.81896","1573.54","-37.87901","-189.239","-19.53","-20.36","52.715","1.05333","2",".27","32311904","10.14","4.3","1.71","24.51","0","15711.33007","7858.51123","5485.88183","934.55"
"Secom Co.","SOMLY","14427.27","","1.33","OTC","3","Business Services","Business - Services",".83",".86","1.04","17.57","17.98","18.63","","10.02","1.5","1.61","20230330","7.22","","8352.03027","9351.62","1953.31005","1352.91601","8.6","8.64","2.3329",".02388","2.91","2.62","56291","18.36","13.82",".37","9.26",".21","8777.19824","3219.57495","268.92199","933.2"
"SUMITOMO CHEMCL","SOMMY","5530.57","","2.42","OTC","3","Basic Materials","Chemical - Diversified ","","","","8.61","","","","2.12",".43",".33","20230512","4.65","-3.03","","22594.34","3520.41894","2240.35498","3.83","3.83","37.16799",".59155","1.59",".99","22571","24.38","15.6",".78","-6.44",".4","14810.37988","9588.12792","8899.33789","331.17"
"Sonoco","SON","5720.05",".79","3.36","NYSE","12","Industrial Products","Containers - Paper and Packaging","6.01","5.78","6.46","9.01","10.11","9.73","2.02","6.01","2.75",".79","20230420","32.53","4.93","7478.28613","7250.55","981.768","672.94396","6.43","8.82","56.75","1.31213","1.35",".73","536735","66.81","51.71",".7","-3.8","1.96","2361.2539","1743.901","2719.78295","97.95"
"SONOVA HOLDING","SONVY","16629.35","",".99","OTC","3","Medical","Medical - Instruments","2.61","2.35","2.34","","23.14","20.83","2.44","17.5","","","","","","4008.94995","3662.28","1062.45104","832.60498","","","","","",".83","12951","83.82","42.3","1.05","14.92",".54","1807.08105","1639.406","1045.13903","305.8"
"Sony","SONY","108010.45","33.57",".43","NYSE","3","Consumer Discretionary","Audio Video Production","5.7","5.33","6.19","15.83","16.42","15.34","2.64","6.81","2.29","1.33","20230509","12.77","2.9","85415.07812","74797.82","18922.40625","10872.62207","8.43","8.43","18.495",".22691",".61",".53","775302","107.37","63.17","1.06","14.75",".38","49263.35156","77965.34375","10712.45019","1233.98"
"South32","SOUHY","12523.16","","3.14","OTC","6","Basic Materials","Mining - Miscellaneous","1.79","1.53","2.73","","8.93","7.65","","3.93","1.18","","","","","8140.52001","9269","4427","3803","","","11.67599",".1322","2.24","1.72","88980","19.95","11.4",".98","-.07",".43","4240","1897","1425","914.1"
"Simon Property Group","SPG","33830.82",".32","6.96","NYSE","12","Finance","REIT and Equity Trust - Retail","12.29","12.04","11.68","8.73","8.59","8.42","2.43","10.34","9.94","6.39","20230508","60.33","-3.12","5479.23681","5291.45","3941.28588","2649.17309","40.43","40.43","87.453","6.99125",".97",".97","1867983","138.08","87.36","1.52","-11.92","7.2","1445.16796","1491.583","24960.28906","326.93"
"S&P Global","SPGI","107715.44","2.83","1.08","NYSE","12","Business Services","Business - Information Services","14.33","12.45","11.1","29.95","26.86","23.34","2.24","22.54","2.95","9.63","20230502","9.84","12","12402.66601","11181","6019","5006","29.05","33.67","27.731",".29415",".94",".94","1610541","418.95","286.62","1.12","-.13","3.6","5667","5999","10730","322"
"Spark New Zealand","SPKKY","5694.35","","4.42","OTC","6","Utilities","Wireline Non-US",".76",".71",".72","","21.48","20.07","4.5","21.33","","","","","","","2532.01","440.75698","440.75698","","","","","","","32352","17.22","13.95",".53","-10.64",".67","636.80297","652.79302","716.05603","373.4"
"Splunk","SPLK","14827.95","83.78","0","NSDQ","1","Computer and Technology","Internet - Software","3.3","2.82","1.8","34.31","32.09","27.43","1.33","","","4.06","20230524","","17.81","3887.97705","3653.71","-761.34302","-1146.18506","-7.6","13.67","","-5.43724","1.22","","2028132","148.61","68.01","1.29","5.22","0","3276.88696","2098.74194","3137.73095","163.7"
"Spotify Technology","SPOT","24799.49","-11.72","0","NYSE","12","Business Services","Technology Services","-.4","-2.15","-2.66","","","","","","9.8","2.01","20230426","-17.78","20.77","14609.26562","12357.71","-70.59101","-250.75701","-3.48","-3.48","0","0","1.24","1.24","1581916","158.84","71.05","1.75","62.51","0","4585.26708","3704.458","0","193.29"
"Spirit Aerosystems","SPR","3228.02","-370.97","0","NYSE","12","Aerospace","Aerospace - Defense Equipment","1.76","-.06","-1.63","","","17.41","","59.4","",".64","20230503","-365.67","-14.57","6312.31005","5029.6","53.7","-295.29999","-10.85","-5.79","93.81199","-15.64767","1.62",".86","1662966","48.97","21.92","1.65","3.61","0","3158.30004","1952.5","3814.8999","105.25"
"SPS Commerce","SPSC","5295.38","18.87","0","NSDQ","12","Business Services","Business - Services","3.12","2.66","2.24","62.32","54.82","46.69","","57.09","9.79","11.74","20230427","12.55","15.52","525.29998","450.88","99.513","71.32399","12.23","19.23","0","0","2.92","2.92","174675","156.05","97.67",".77","13.55","0","322.81399","110.64199","0","36.31"
"Sprout Social","SPT","3396.77","250","0","NSDQ","12","Computer and Technology","Internet - Services",".18",".03","-.1","","1927.81","346.57","","","25.17","13.38","20230502","-35.52","36.71","332.436","253.83","-26.74501","-49.72101","-19.79","-.99","0","0","1.77","1.77","513772","83.47","40.02",".91","9.26","0","235.466","132.80599","0","55.06"
"SPX Technologies, Inc.","SPXC","3027.49","19.39","0","NYSE","12","Business Services","Technology Services","3.92","3.48","2.91","21.61","19.16","17.01","1.06","14.86","2.8","2.07","20230503","13.14","-2.19","1523.5","1460.9","96.19999","36.4",".01","9.81","18.378",".22516","2.16","1.43","239039","77.2","41.9","1.23","1.71","0","721.09997","333.79998","243","45.34"
"Spirax-Sarco Engineering","SPXSF","10309.36","","0","OTC","12","Construction","Engineering - R and D Services","5.35","4.98","4.45","","28.14","26.18","","23.55","","","20230330","","","2209.34692","1848.8","540.82702","445.945","","","","","","","78","168.39","109.35",".84","10.49","0","1105.16796","524.87597","398.64199","73.61"
"","SPY","365684.88","","1.63","NYSE","12","Finance","Financial - Investment Funds","","","","","","","","","","","","","","","","","","","","","","","","114894256","461.55","356.56","1","3.48","6.46","","","","924.03"
"Block","SQ","36530.94","-21.43","0","NYSE","12","Business Services","Technology Services","2.33","1.67","1.06","60.68","36.44","26.09","1.76","","2.11","2.08","20230504","-2.28","62.92","19755.70898","17531.59","-781.055","-529.08899","-3.11","3.49","19.23999",".23823","1.85","1.85","20081860","146.84","51.51","2.35","-3.44","0","15623.41015","8434.51562","4109.8291","602.03"
"Sociedad Quimica y Minera","SQM","23125.25","6.05","9.55","NYSE","12","Basic Materials","Fertilizers","11.38","14.63","13.18","5.92","5.53","7.12",".38","5.67","4.69","2.16","20230518","95.37","27.4","11716.16015","10710.6","841.221","841.221","36.47","36.47","32.68",".48544","2.29","1.71","2065822","113.52","71.4",".97","1.4","7.73","6991.5","3051.5","2394.19995","285.64"
"Square Enix","SQNXF","5738.26","","0","OTC","3","Consumer Staples","Publishing - Books","2.73","2.32","3.26","14.99","20.68","17.58","","10.9","2.57","2.16","20230512","16.65","8.62","2552.92993","3253.69","693.90698","626.32","16.52","14.39","0","0","4.61","3.79","166","50.97","39.17",".48","5.89","0","2869.85009","745.82","0","119.6"
"Squarespace","SQSP","4056.6","-216.67","0","NYSE","12","Computer and Technology","Internet - Software and Services",".31",".16","-.07","","193.68","98.43","11.77","892.89","","4.68","20230511","","","962.19097","866.97","-175.16701","-206.784","-29.09","-3.12","","-1.56166",".75",".75","983910","30.03","14.44",".12","35.41","0","327.893","438.15301","473.16699","135.13"
"Spire","SR","3636.71","34.78","4.16","NYSE","9","Utilities","Utility - Gas Distribution","4.31","4.21","3.9","16.02","16.45","16.06","3.9","8.01","1.39","1.48","20230505","9.18","3.67","2434.74609","2198.5","636.79998","399.5","10.42","9.72","52.554","1.20372",".68",".5","344936","78.84","62",".47",".51","2.88","1592","2353.60009","2958.5","52.55"
"Sportradar Group","SRAD","11768.57","-466.67","0","NSDQ","12","Consumer Discretionary","Leisure and Recreation Products",".31",".21",".17","212","51.46","33.97","","57.08","14.75","15.32","20230517","1.56","","938.013","769.46","257.13198","62.41299","1.64","1.64","2.00329",".02044","1.3","1.3","258193","16.68","7.36","1.99","6.43","0","423.75299","326.07699","16.31399","1110.24"
"Spirit Realty Capital","SRC","5394.99","-1.12","6.95","NYSE","12","Finance","REIT and Equity Trust - Residential","3.7","3.61","3.57","10.73","10.58","10.31","5.54","9.07","1.21","7.6","20230502","6.7","4.27","774.69","709.63","588.88397","286.41299","40.24","40.54","43.941",".81346",".15",".15","1071068","47.83","34.72","1.27","-4.38","2.65","31.79299","218.164","3575.30908","141.3"
"Stericycle","SRCL","3784.32","0","0","NSDQ","12","Business Services","Waste Removal Services","2.33","2","2.05","20.01","20.51","17.64","2.56","8.99","1.56","1.4","20230427","7.95","-7.69","2761.02197","2704.7","386.89999","154.39999","2.07","6.97","37.969",".61208",".9",".9","561638","59.37","40.74","1.25","-17.76","0","558.70001","621.90002","1484","92.23"
"Sempra Energy","SRE","44914.16","14.08","3.33","NYSE","12","Utilities","Utility - Gas Distribution","9.55","8.94","8.9","15.5","15.97","14.95","2.8","9.01","1.58","3.11","20230504","10.53","5.4","15512.67285","14439","4416","2397","14.74","20.34","45.625",".86598",".6",".56","1784409","175.65","139.49",".72","-7.61","4.76","5912","9899","24548","314.57"
"Sarepta Therapeutics","SRPT","11454.38","3.12","0","NSDQ","12","Medical","Medical - Biomedical and Genetics","7.15","-5.44","-8.07","","","18.22","","","29.69","12.28","20230503","-117.29","35.25","1231.06994","933.01","-648.099","-689.96302","-75.4","-75.4","80.04699","4.01166","4.13","3.8","2343907","155.99","62.69",".97",".47","0","2557.86108","619.604","1544.29199","87.98"
"SSAB","SSAAY","6796.68","","5.92","OTC","12","Basic Materials","Steel - Producers","",".34",".97","3.03","9.71","","","1.15","1.02",".53","20230425","26.05","9.65","10506.46972","12768.29","3204.89501","-431.57999","-6.7","17.56","8.5613",".09362","2.53","1.29","1233","4.03","2.04","1.31","22.45",".2","7657.95312","3027.208","623.43798","2059.6"
"South State","SSB","5533.04","-7.77","2.74","NSDQ","12","Finance","Banks - Southeast","7.64","8.03","7.21","10.27","9.09","9.55","","9.37","1.09","3.24","20230427","10.56","26.75","1803.92504","1706.27","713.21502","657.73199","29.01","32.44","4.03889",".04208",".85",".85","1623205","90.65","69.18",".81","-4.47","2","31194.21093","36693.4414","213.597","75.85"
"Simpson Manufacturing","SSD","4450.18","21.62","1","NYSE","12","Construction","Building Products - Miscellaneous","7.49","6.46","7.52","13.46","16.15","13.93","","11.25","3.14","2.1","20230424","25.36","16.14","","2116.09","516.54901","455.65899","15.78","15.78","28.179",".39234","3.38","1.79","148821","114.99","76.43","1.22","17.65","1.04","1179.25","348.56298","554.539","42.66"
"SSE","SSEZY","22896.08","","3.1","OTC","3","Computer and Technology","Electronics - Power Generation","1.92","1.72","1.04","","12.2","10.9","1.12","12.49","","","","","","11735.41015","11761.86","5684.18701","5270.07617","","","","","","1.43","37211","23.99","15.76",".74","1.75",".65","9474.28125","6362.16894","10754.16992","1093.94"
"Sasol","SSL","8092.17","","4.83","NYSE","6","Oils-Energy","Oil and Gas - Integrated - International","3.69","4.24","3.5","","3","3.45","","2.81",".7","","","","","","18145.65","5034.35791","4108.35498","","","37.47399",".59932","2.12",".99","376808","27.74","12.24","2.54","-18.97",".61","8702.44433","6038.79492","6367.20312","635.68"
"Sysmex","SSMXY","13399","",".33","OTC","3","Medical","Medical - Instruments","","","1.85","36.31","","","","21.03","4.8","4.27","20230330","12.51","5.82","3241.04003","3240.37","824.90502","580.76898","11.7","11.7","4.4352",".04641","2.88","2.09","19826","38.78","25.69",".67","6.29",".1","2448.31909","908.53002","140.97599","419.37"
"SS&C Technologies","SSNC","13518.93","0","1.48","NSDQ","12","Computer and Technology","Computer - Software","5.35","4.84","4.65","11.57","11.15","10.08","","7.49","2.23","2.56","20230427","18.53","18.01","5581.40722","5283","1873.80004","1188.30004","12.31","23.06","53.52399","1.1513","1.11","1.11","1405967","78.65","46.46","1.41","3.57",".8","2424.3999","2190.80004","7023.8999","250.72"
"Sumitomo","SSUMY","21764.84","-14.14","3.86","OTC","3","Conglomerates","Diversified Operations","2.87","3.38","3.08","4.98","5.14","6.06",".11","4.15",".78",".47","20230509","14.93","-.43","","45413","6534","5126","8.92","8.92","38.01399",".61326","1.58","1.17","26885","18.34","12.41",".76","4.19",".67","38392","25428","19945","1251.57"
"Sensata Technologies Holding","ST","7141.15","9.09",".94","NYSE","12","Computer and Technology","Instruments - Control","4.21","3.77","3.32","13.69","12.42","11.14","1.13","8.73","2.3","1.77","20230425","17.29","2.94","4065.88793","4029.26","863.46099","575.52099","7.71","13.17","56.152","1.28059","2.35","1.81","776842","53.87","37.28","1.33","15.97",".44","2775.04296","1178.97204","3983.66992","152.49"
"STAAR Surgical","STAA","3068.77","-6.67","0","NSDQ","12","Medical","Medical - Dental Supplies","1.61","1.02","1.23","52.15","62.07","39.52","","71.34","9.23","10.79","20230503","12.91","23.95","342.1","284.39","48.90999","45.55199","13.63","21.1",".06317",".00063","6.03","5.56","778441","111.58","46.82","1.23","31.07","0","311.72299","51.71599",".20999","48.24"
"Stag Industrial","STAG","5867.29","-1.79","4.49","NYSE","12","Finance","REIT and Equity Trust - Other","2.32","2.24","2.21","14.8","14.58","14.08","4.96","12.94","1.7","8.93","20230502","5.16","17.05","692.01","657.34","534.94","260.25201","27.24","27.24","41.94699",".72257","1.45","1.45","1271764","42.23","26.85","1.01","1.24","1.47","141.393","97.371","2498.78002","179.37"
"STERIS","STE","18387.4","-9.01","1.02","NYSE","3","Medical","Medical - Instruments","8.77","8.05","7.89","23.3","23.01","21.13","2.09","13.26","3.06","3.84","20230510","12.86","14.68","4845.95019","4585.06","1023.86297","404.096","-.58","16.69","33.166",".49624","2.48","1.41","591859","252.92","160.72",".85",".28","1.88","1878.99694","922.22198","2945.48095","99.28"
"Stellantis","STLA","54041.27","","0","NYSE","12","Auto-Tires-Trucks","Automotive - Foreign","4.17","4.5","4.92","","3.84","4.14","1.9","2.17",".71","","20230526","","","190079.75","189251","28245.96289","21084.64453","","","21.19599",".26897","1.27","1.01","6191563","18.83","11.57","1.55","21.48","0","89319.99218","70406.82031","20512.53906","3132.83"
"Steel Dynamics","STLD","18597.34","21.39","1.25","NSDQ","12","Basic Materials","Steel - Producers","9.43","14.84","21.97","4.8","7.3","11.49","","4.15","2.4",".84","20230419","56.22","17.77","19495.76367","22260.77","5496.80908","5112.60693","17.35","18.82","28.75799",".38073","3.76","2.22","2487103","136.06","64.41","1.51","10.94","1.36","7638.01806","2032.29602","3013.24096","171.58"
"STMicroelectronics","STM","44698.08","16.81",".41","NYSE","12","Computer and Technology","Semiconductor - General","4.21","4.05","3.99","11.74","12.16","11.69","2.43","8.63","3.5","2.77","20230426","36.19","12.36","16678.3496","16128","5645","4428","24.56","24.56","16.614",".19924","2.56","1.88","3786610","50.9","29.56","1.58","38.35",".2","9805","3837","2542","908.31"
"Stantec","STN","6136.2","13.21",".97","NYSE","12","Business Services","Consulting Services","2.89","2.59","2.31","23.05","21.39","19.11","","12.94","3.48","1.41","20230510","16.19",".03","3576.89404","4181.96","517.36401","299.29598","4.34","7.78","34.11",".51766","1.37","1.37","113928","58.77","41.05",".9","15.37",".54","1490.55603","1084.57202","910.42498","110.94"
"Scorpio Tankers","STNG","3182.92","-3.2","1.47","NYSE","12","Transportation","Transportation - Shipping","7.64","10.23","11.74","4.79","5.33","7.14",".16","3.4","1.27","2.04","20230427","33.75","11.49","1380.79699","1562.87","1040.66296","807.04602","40.78","47.76","31.177",".45299","1.45","1.42","1364744","63.19","19.99",".42","1.41",".8","687.34899","473.251","1135.57495","58.37"
"SITIO ROYALTIES","STR","3278.89","23.4","11.31","NYSE","12","Oils-Energy","Oil and Gas - Royalty Trust - United States","1.96","1.93","1.76","10.66","10.98","10.83","","29.82",".84","10.07","20230508","2.23","5.65","711","369.61","336.36801","225.311","4.48","13.14","19.457",".24157","7.28","","1190275","33.09","20.06","1.73","-26.45","2.4","192.19099","26.412","938.89599","154.52"
"State Street","STT","24681.92","3.5","3.52","NYSE","12","Finance","Banks - Major Regional","9.35","8.58","7.35","9.66","8.35","7.66",".94","6.55","1.13","1.86","20230417","12.03","-1.01","12611.84667","13692","5060","3904","20.92","23.51","37.316",".64596",".56",".56","3370694","94.11","59.84","1.59","-7.63","2.52","146915","261263","14996","344.48"
"Stevanato Group","STVN","6889.04","18.75","0","NYSE","12","Medical","Medical - Drugs",".7",".63",".54","40.19","37.12","33.11","","30.76","6.57","6.67","20230509","15.53","","1145.651","1036.61","297.436","229.138","14.49","14.98","12.96899",".14901","1.83","1.37","319739","25.4","14.1",".66","29.72","0","891.109","487.29199","156.36199","295.54"
"Starwood Property Trust","STWD","5234.44","0","11.39","NYSE","12","Finance","REIT and Equity Trust","2.09","2.02","2.28","7.39","8.34","8.06","","7.23",".76","3.57","20230503","10.23","4.32","2070","1464.72","1033.13903","997.53802","59.5","49.59","75.327","2.99988","1.84","1.84","8001357","24.77","16.53","1.57","-8.07","1.92","550.65399","298.99899","20506.9707","310.65"
"Seagate Technology","STX","12727.67","45.45","4.54","NSDQ","6","Business Services","Technology Services","5.24","1.54","8.47","15.26","39.94","11.76","33.01","6.1","","1.36","20230426","-1031.05","-.05","8066.20019","11661","2379","1928","6.61","9.42","97.89199","-11.47447","1.13",".69","2425581","93.92","48.49","1.07","17.16","2.8","4033","3555","5062","206.48"
"Constellation Brands","STZ","40222.89","-1.74","1.47","NYSE","2","Consumer Staples","Beverages - Alcohol","13.52","11.56","10.6","19.76","18.85","16.12","2.05","16.55","4.61","3.91","20230406","19.69","3.64","9979.02636","9529.1","1049.09997","666.79998",".98","21.65","56.42499","1.29488","1.29","","1046031","261.05","208.68","1.01","-5.95","3.2","3329.69995","2698.80004","9488.20019","184.55"
"Suncor Energy","SU","38574.22","5.56","5.26","NYSE","12","Oils-Energy","Oil and Gas - Integrated - Canadian","4.38","4.03","5.6","4.52","7.19","6.62",".6","2.48","1.28",".86","20230508","29.52","5.9","33493.50781","44972.41","17778.51953","11020.32812","15.55","19.78","19.93199",".24893","1.13",".74","5613607","42.49","26.65","1.27","-8.7","1.52","11181.08984","9898.83496","7538.16015","1331.52"
"Subsea 7","SUBCY","3340.98","550",".99","OTC","12","Oils-Energy","Oil and Gas - Field Services",".41",".31",".06","49.16","36.48","27.58","","7.17",".76",".64","20230427","1.55","","5274.08007","5135.8","555.09997","120.8","1.29","1.29","7.2539",".07821","1.22","","19005","14.23","7.19","1.82","-1.07",".11","2328","1861.5","360.29998","295.47"
"Sun Communities","SUI","16594.07","4.72","2.64","NYSE","12","Finance","REIT and Equity Trust - Residential","8.07","7.41","7.3","18.17","18.01","16.52","2.71","20.12","2.04","5.59","20230426","3.12","25.98","3042.32006","2969.7","1121.5","542.40002","8.15","8.15","47.076",".88948","2.11","2.11","677003","191.53","118.38",".7","-6.75","3.52","835","396.29998","7197.20019","124.44"
"Summit Materials","SUM","3218.87","10.34","0","NYSE","12","Construction","Building Products - Concrete and Aggregates","1.66","1.41","1.16","22.56","19.32","16.36","","8.78","1.6","1.33","20230503","7.58","4.72","2370.23193","2412.52","660.958","448.457","11.28","6.54","42.52399",".73984","3.98","3.15","788869","34.25","22.23","1.43","-4.26","0","1018.37597","255.847","1488.56896","118.43"
"Sunoco","SUN","4205.63","-45.45","7.89","NYSE","12","Oils-Energy","Oil and Gas - Refining and Marketing - Master Limited Partnerships","4.34","4.34","5.01","8.93","9.64","9.65","","6.23","4.46",".16","20230503","49.43","8.33","23050.13085","25729","883","683","1.85","1.85","79.12699","3.79087","1.41",".83","244354","48.09","35.61","1.36","-2.88","3.3","1983","1406","3571","100.47"
